date,value
12/30/2017,112.69
12/31/2017,112.69
1/1/2018,112.63
1/2/2018,112.29
1/3/2018,112.51
1/4/2018,112.75
1/5/2018,113.05
1/6/2018,113.05
1/7/2018,113.05
1/8/2018,113.09
1/9/2018,112.65
1/10/2018,111.44
1/11/2018,111.26
1/12/2018,111.06
1/13/2018,111.06
1/14/2018,111.06
1/15/2018,110.54
1/16/2018,110.45
1/17/2018,111.29
1/18/2018,111.11
1/19/2018,110.77
1/20/2018,110.77
1/21/2018,110.77
1/22/2018,110.92
1/23/2018,110.31
1/24/2018,109.22
1/25/2018,109.41
1/26/2018,108.58
1/27/2018,108.58
1/28/2018,108.58
1/29/2018,108.96
1/30/2018,108.78
1/31/2018,109.19
2/1/2018,109.4
2/2/2018,110.17
2/3/2018,110.17
2/4/2018,110.17
2/5/2018,109.09
2/6/2018,109.56
2/7/2018,109.33
2/8/2018,108.74
2/9/2018,108.8
2/10/2018,108.8
2/11/2018,108.8
2/12/2018,108.66
2/13/2018,107.82
2/14/2018,107.01
2/15/2018,106.13
2/16/2018,106.21
2/17/2018,106.21
2/18/2018,106.21
2/19/2018,106.59
2/20/2018,107.33
2/21/2018,107.78
2/22/2018,106.75
2/23/2018,106.796
2/24/2018,106.796
2/25/2018,107.073
2/26/2018,107.073
2/27/2018,107.422
2/28/2018,106.635
3/1/2018,106.176
3/2/2018,105.716
3/3/2018,105.716
3/4/2018,105.557
3/5/2018,106.248
3/6/2018,105.535
3/7/2018,106.181
3/8/2018,106.41
3/9/2018,106.77
3/10/2018,106.77
3/11/2018,106.882
3/12/2018,106.28
3/13/2018,106.492
3/14/2018,106.157
3/15/2018,106.314
3/16/2018,105.976
3/17/2018,105.976
3/18/2018,105.964
3/19/2018,106.002
3/20/2018,106.46
3/21/2018,105.939
3/22/2018,104.973
3/23/2018,104.729
3/24/2018,104.729
3/25/2018,104.842
3/26/2018,105.505
3/27/2018,105.473
3/28/2018,106.81
3/29/2018,106.477
3/30/2018,106.248
3/31/2018,106.248
4/1/2018,106.312
4/2/2018,105.804
4/3/2018,106.434
4/4/2018,106.779
4/5/2018,107.072
4/6/2018,106.892
4/7/2018,106.892
4/8/2018,106.967
4/9/2018,106.749
4/10/2018,107.122
4/11/2018,106.834
4/12/2018,107.2
4/13/2018,107.3204
4/14/2018,107.3204
4/15/2018,107.503
4/16/2018,107.047
4/17/2018,107.013
4/18/2018,107.339
4/19/2018,107.44
4/20/2018,107.647
4/21/2018,107.647
4/22/2018,107.878
4/23/2018,108.77
4/24/2018,108.8
4/25/2018,109.36
4/26/2018,109.309
4/27/2018,109.033
4/28/2018,109.033
4/29/2018,109.113
4/30/2018,109.314
5/1/2018,109.86
5/2/2018,109.825
5/3/2018,109.1
5/4/2018,109.101
5/5/2018,109.101
5/6/2018,109.173
5/7/2018,108.939
5/8/2018,109.025
5/9/2018,109.853
5/10/2018,109.448
5/11/2018,109.38
5/12/2018,109.38
5/13/2018,109.35
5/14/2018,109.713
5/15/2018,110.299
5/16/2018,110.368
5/17/2018,110.833
5/18/2018,110.776
5/19/2018,110.776
5/20/2018,110.879
5/21/2018,110.98
5/22/2018,110.729
5/23/2018,109.887
5/24/2018,109.317
5/25/2018,109.425
5/26/2018,109.425
5/27/2018,109.59
5/28/2018,109.398
5/29/2018,108.393
5/30/2018,108.711
5/31/2018,108.753
6/1/2018,109.518
6/2/2018,109.518
6/3/2018,109.601
6/4/2018,109.96
6/5/2018,109.877
6/6/2018,110.137
6/7/2018,109.704
6/8/2018,109.515
6/9/2018,109.515
6/10/2018,109.455
6/11/2018,110.382
6/12/2018,110.452
6/13/2018,110.247
6/14/2018,110.642
6/15/2018,110.635
6/16/2018,110.635
6/17/2018,110.627
6/18/2018,110.122
6/19/2018,110.074
6/20/2018,110.359
6/21/2018,109.962
6/22/2018,109.855
6/23/2018,109.855
6/24/2018,109.922
6/25/2018,109.642
6/26/2018,110.112
